"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"customdeque.CustomArrayDequePerformanceTest.iteratorConsumption","avgt",1,3,34277.240664,11881.336500,"ns/op",50000
"customdeque.CustomArrayDequePerformanceTest.iteratorConsumption","avgt",1,3,40871.919201,40000.012399,"ns/op",60000
"customdeque.CustomArrayDequePerformanceTest.iteratorConsumption","avgt",1,3,50435.857248,38286.269788,"ns/op",70000
"customdeque.CustomArrayDequePerformanceTest.iteratorConsumption","avgt",1,3,58425.848634,105972.105356,"ns/op",80000
"customdeque.CustomArrayDequePerformanceTest.iteratorConsumption","avgt",1,3,63401.264309,41240.675365,"ns/op",90000
"customdeque.CustomArrayDequePerformanceTest.iteratorConsumption","avgt",1,3,68075.068111,46307.845284,"ns/op",100000
"customdeque.CustomArrayDequePerformanceTest.offer","avgt",1,3,33689.010115,6546.880024,"ns/op",10000
"customdeque.CustomArrayDequePerformanceTest.offer","avgt",1,3,68192.323526,9394.866450,"ns/op",20000
"customdeque.CustomArrayDequePerformanceTest.offer","avgt",1,3,93268.754336,10208.721650,"ns/op",30000
"customdeque.CustomArrayDequePerformanceTest.offer","avgt",1,3,130031.234849,14608.073146,"ns/op",40000
"customdeque.CustomArrayDequePerformanceTest.offer","avgt",1,3,175595.065256,241755.893407,"ns/op",50000
"customdeque.CustomArrayDequePerformanceTest.offer","avgt",1,3,186483.692682,151295.394401,"ns/op",60000
"customdeque.CustomArrayDequePerformanceTest.offer","avgt",1,3,237480.125301,65177.731869,"ns/op",70000
"customdeque.CustomArrayDequePerformanceTest.offer","avgt",1,3,271224.129694,39432.043168,"ns/op",80000
"customdeque.CustomArrayDequePerformanceTest.offer","avgt",1,3,302828.833356,290514.457086,"ns/op",90000
"customdeque.CustomArrayDequePerformanceTest.offer","avgt",1,3,315139.954236,11012.208644,"ns/op",100000
"customdeque.CustomArrayDequePerformanceTest.offerFirst","avgt",1,3,33134.672329,11986.070952,"ns/op",10000
"customdeque.CustomArrayDequePerformanceTest.offerFirst","avgt",1,3,68223.748240,29133.249976,"ns/op",20000
"customdeque.CustomArrayDequePerformanceTest.offerFirst","avgt",1,3,95000.000494,28855.337719,"ns/op",30000
"customdeque.CustomArrayDequePerformanceTest.offerFirst","avgt",1,3,127173.355305,7327.536824,"ns/op",40000
"customdeque.CustomArrayDequePerformanceTest.offerFirst","avgt",1,3,158850.713582,102729.976705,"ns/op",50000
"customdeque.CustomArrayDequePerformanceTest.offerFirst","avgt",1,3,183005.724225,157143.084455,"ns/op",60000
"customdeque.CustomArrayDequePerformanceTest.offerFirst","avgt",1,3,221835.765693,150966.662464,"ns/op",70000
"customdeque.CustomArrayDequePerformanceTest.offerFirst","avgt",1,3,251723.250372,31250.233052,"ns/op",80000
"customdeque.CustomArrayDequePerformanceTest.offerFirst","avgt",1,3,280415.854813,52569.590607,"ns/op",90000
"customdeque.CustomArrayDequePerformanceTest.offerFirst","avgt",1,3,301407.131379,59341.463529,"ns/op",100000
"customdeque.CustomArrayDequePerformanceTest.offerLast","avgt",1,3,35303.541933,3267.052525,"ns/op",10000
"customdeque.CustomArrayDequePerformanceTest.offerLast","avgt",1,3,70732.790812,23503.773892,"ns/op",20000
"customdeque.CustomArrayDequePerformanceTest.offerLast","avgt",1,3,106664.625546,26386.357370,"ns/op",30000
"customdeque.CustomArrayDequePerformanceTest.offerLast","avgt",1,3,140814.031180,4320.674637,"ns/op",40000
"customdeque.CustomArrayDequePerformanceTest.offerLast","avgt",1,3,194550.326583,234453.741504,"ns/op",50000
"customdeque.CustomArrayDequePerformanceTest.offerLast","avgt",1,3,194749.000354,33345.530843,"ns/op",60000
"customdeque.CustomArrayDequePerformanceTest.offerLast","avgt",1,3,253695.709067,63303.349536,"ns/op",70000
"customdeque.CustomArrayDequePerformanceTest.offerLast","avgt",1,3,313053.505137,355546.505613,"ns/op",80000
"customdeque.CustomArrayDequePerformanceTest.offerLast","avgt",1,3,311890.243249,114331.757879,"ns/op",90000
"customdeque.CustomArrayDequePerformanceTest.offerLast","avgt",1,3,334256.324418,174225.527770,"ns/op",100000
"customdeque.CustomArrayDequePerformanceTest.peek","avgt",1,3,31.108811,177.942497,"ns/op",10000
"customdeque.CustomArrayDequePerformanceTest.peek","avgt",1,3,52.467549,245.190514,"ns/op",20000
"customdeque.CustomArrayDequePerformanceTest.peek","avgt",1,3,50.828791,86.814239,"ns/op",30000
"customdeque.CustomArrayDequePerformanceTest.peek","avgt",1,3,36.901607,39.041821,"ns/op",40000
